No.,입고일,거래처,거래처명,품목군,품목코드,품목정보,구분,입고구분,매입구분,화폐,입고량,단가,금액,환율,환산금액,정산구분,정산수량,입고창고,입고전표번호,접수번호,DO번호,비고,사업장,최종수정자,최종수정일시,등록프로그램
297.0,20240112.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00-N2,E3 DECO CNC #2 ◈ (전면 형상가공 ) ◈ (Dark Gray),정상,외주가공,국내,KRW,80446,174.0,13997604,1.0,13997604,정산완료,80446.0,경유창고,O1202401120015,PA202401120013,DO202401120017,신진 #2차(알루코),㈜삼광,품질공용,20240112162053.0,수입검사등록확인
298.0,20240112.0,3088.0,(주)삼광윈테크,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,40000,397.0,15880000,1.0,15880000,정산완료,40000.0,제품창고,O1202401120013,PA202401120001,DO202401110024,,㈜삼광,품질공용,20240112113309.0,수입검사등록확인
299.0,20240112.0,3088.0,(주)삼광윈테크,Mars,PCM-B525-00-N,"MARS FRONT BODY CNC ◈ (GATE, KNOB HOLE) ◈ (Black)",정상,외주가공,국내,KRW,7040,303.0,2133120,1.0,2133120,정산완료,7040.0,경유창고,O1202401120016,PA202401120012,DO202401120016,01/11 태산,㈜삼광,품질공용,20240112162053.0,수입검사등록확인
300.0,20240112.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,2083,800.0,1666400,1.0,1666400,정산완료,2083.0,경유창고,O1202401120011,PA202401120011,DO202401120013,,㈜삼광,품질공용,20240112113309.0,수입검사등록확인
301.0,20240112.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,1170,975.0,1140750,1.0,1140750,정산완료,1170.0,경유창고,O1202401120014,PA202401120017,DO202401120019,,㈜삼광,품질공용,20240112162050.0,수입검사등록확인
302.0,20240112.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,1177,975.0,1147575,1.0,1147575,정산완료,1177.0,경유창고,O1202401120010,PA202401120011,DO202401120014,,㈜삼광,품질공용,20240112113309.0,수입검사등록확인
303.0,20240112.0,3226.0,준테크(전 유신테크),SM-F721U,GH64-08899A,SM-F721U FRONT DECO MAIN NC ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,5028,930.0,4676040,1.0,4676040,정산완료,5028.0,경유창고,O1202401120020,PA202401120018,DO202401120021,,㈜삼광,품질공용,20240112162113.0,수입검사등록확인
304.0,20240112.0,3226.0,준테크(전 유신테크),SM-F731U,GH64-09152A-N,SM-F731U FRONT DECO SUB NC ◈ (GATE 가공 6POINT ) ◈ (BLACK),정상,외주가공,국내,KRW,4969,725.0,3602525,1.0,3602525,정산완료,4969.0,경유창고,O1202401120021,PA202401120018,DO202401120020,,㈜삼광,품질공용,20240112162113.0,수입검사등록확인
305.0,20240112.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,6000,733.0,4398000,1.0,4398000,정산완료,6000.0,제품창고,O1202401120023,PA202401120015,DO202401120015,,㈜삼광,품질공용,20240112162119.0,수입검사등록확인
306.0,20240112.0,3247.0,태산테크 주식회사,Mars,PCM-B525-00,MARS FRONT BODY 도장 ◈ (버핑(P/L LINE 사포) / SF 4COAT / 삼성 로고 인쇄) ◈ (Black),정상,외주가공,국내,KRW,7200,733.0,5277600,1.0,5277600,정산완료,7200.0,제품창고,O1202401120024,PA202401120015,DO202401120015,,㈜삼광,품질공용,20240112162119.0,수입검사등록확인
307.0,20240112.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,16400,179.0,2935600,1.0,2935600,정산완료,16400.0,경유창고,O1202401120006,PA202401120003,DO202401120002,,㈜삼광,품질공용,20240112100919.0,수입검사등록확인
308.0,20240112.0,5367.0,모비텍,Tab S6 Lite,PCM-B462-00-S,TAB S6 LITE FRONT BODY 사출 ◈ (WP-1100/G34349 (PC ABS GF10%)) ◈ (GRAY),정상,외주가공,국내,KRW,3600,179.0,644400,1.0,644400,정산완료,3600.0,경유창고,O1202401120007,PA202401120003,DO202401120003,,㈜삼광,품질공용,20240112100919.0,수입검사등록확인
309.0,20240112.0,7360.0,디엔케이(D.N.K),SM-F721U,GH64-08899A-N,SM-F721U FRONT DECO MAIN NC ◈ (전면RCV HOLE 가공 3POINT) ◈ (BLACK),정상,외주가공,국내,KRW,9489,800.0,7591200,1.0,7591200,정산완료,9489.0,경유창고,O1202401120017,PA202401120014,DO202401120010,,㈜삼광,품질공용,20240112162108.0,수입검사등록확인
310.0,20240112.0,7360.0,디엔케이(D.N.K),SM-F721U,GH64-08899A-N,SM-F721U FRONT DECO MAIN NC ◈ (전면RCV HOLE 가공 3POINT) ◈ (BLACK),정상,외주가공,국내,KRW,2441,800.0,1952800,1.0,1952800,정산완료,2441.0,경유창고,O1202401120018,PA202401120014,DO202401120012,,㈜삼광,품질공용,20240112162108.0,수입검사등록확인
311.0,20240112.0,7360.0,디엔케이(D.N.K),SM-F721U,GH64-08899A-N,SM-F721U FRONT DECO MAIN NC ◈ (전면RCV HOLE 가공 3POINT) ◈ (BLACK),정상,외주가공,국내,KRW,5359,800.0,4287200,1.0,4287200,정산완료,5359.0,경유창고,O1202401120019,PA202401120014,DO202401120011,,㈜삼광,품질공용,20240112162108.0,수입검사등록확인
312.0,20240112.0,7531.0,진성텍,SM-F721U,GH64-08900A,SM-F721U FRONT DECO SUB NC  ◈ (브릿지가공) ◈ (),정상,외주가공,국내,KRW,4294,930.0,3993420,1.0,3993420,정산완료,4294.0,경유창고,O1202401120022,PA202401120019,DO202401120018,,㈜삼광,품질공용,20240112162116.0,수입검사등록확인
313.0,20240112.0,7601.0,준테크윈,E3,MCP-A322-01-AN,E3 DECO 아노다이징  ◈ (LIGHT GRAY) ◈ (Light Gray),정상,외주가공,국내,KRW,92721,52.0,4821492,1.0,4821492,정산완료,92721.0,경유창고,O1202401120008,PA202401120010,DO202401120004,,㈜삼광,품질공용,20240112100922.0,수입검사등록확인
314.0,20240112.0,7601.0,준테크윈,E3,MCP-A322-01-AN,E3 DECO 아노다이징  ◈ (LIGHT GRAY) ◈ (Light Gray),정상,외주가공,국내,KRW,71484,52.0,3717168,1.0,3717168,정산완료,71484.0,경유창고,O1202401120009,PA202401120010,DO202401120001,,㈜삼광,품질공용,20240112100922.0,수입검사등록확인
315.0,20240112.0,,Sub Total,,,,,,,,541541,0.0,104012494,0.0,104012494,미정산,0.0,,,,,,,,,
316.0,20240115.0,1027.0,태령기업,SM-A135F,GH61-17063A-D,SM-A135F PMO CASE REAR SPRAY/PRINT ◈ (UV 3코팅 / 유100% (BLACK)) ◈ (BLACK),정상,외주가공,국내,KRW,410,1360.0,557600,1.0,557600,정산완료,410.0,경유창고,O1202401150017,PA202401150002,DO202401120023,,㈜삼광,품질공용,20240115125410.0,수입검사등록확인
317.0,20240115.0,1027.0,태령기업,SM-A135F,GH61-17063A-D,SM-A135F PMO CASE REAR SPRAY/PRINT ◈ (UV 3코팅 / 유100% (BLACK)) ◈ (BLACK),정상,외주가공,국내,KRW,199,1360.0,270640,1.0,270640,정산완료,199.0,경유창고,O1202401150016,PA202401150002,DO202401120026,,㈜삼광,품질공용,20240115125410.0,수입검사등록확인
318.0,20240115.0,1027.0,태령기업,SM-A135F,GH61-17063A-D,SM-A135F PMO CASE REAR SPRAY/PRINT ◈ (UV 3코팅 / 유100% (BLACK)) ◈ (BLACK),정상,외주가공,국내,KRW,720,1360.0,979200,1.0,979200,정산완료,720.0,경유창고,O1202401150018,PA202401150002,DO202401120025,,㈜삼광,품질공용,20240115125410.0,수입검사등록확인
319.0,20240115.0,1027.0,태령기업,SM-A135F,GH61-17063A-D,SM-A135F PMO CASE REAR SPRAY/PRINT ◈ (UV 3코팅 / 유100% (BLACK)) ◈ (BLACK),정상,외주가공,국내,KRW,694,1360.0,943840,1.0,943840,정산완료,694.0,경유창고,O1202401150019,PA202401150002,DO202401120024,,㈜삼광,품질공용,20240115125410.0,수입검사등록확인
320.0,20240115.0,1027.0,태령기업,TAB S9,PCB-B683-01,TAB S9 REAR BODY 도장 ◈ (UT 3COAT) ◈ (BEIGE),정상,외주가공,국내,KRW,10000,95.0,950000,1.0,950000,정산완료,10000.0,제품창고,O1202401150020,PA202401150001,DO202401120028,,㈜삼광,품질공용,20240115125410.0,수입검사등록확인
321.0,20240115.0,1027.0,태령기업,TAB S9,PCM-B682-01,TAB S9 FRONT BODY 레이 ◈ (삼성 로고 레이저) ◈ (BEIGE),정상,외주가공,국내,KRW,10200,740.0,7548000,1.0,7548000,정산완료,10200.0,제품창고,O1202401150021,PA202401150001,DO202401120027,,㈜삼광,품질공용,20240115125410.0,수입검사등록확인
322.0,20240115.0,1027.0,태령기업,TAB S9,PNO-A509-01,TAB S9 KNOB 도장 ◈ (UT 3COAT) ◈ (BEIGE),정상,외주가공,국내,KRW,10000,118.0,1180000,1.0,1180000,정산완료,10000.0,제품창고,O1202401150022,PA202401150001,DO202401120029,,㈜삼광,품질공용,20240115125411.0,수입검사등록확인
323.0,20240115.0,1027.0,태령기업,TAB S9 FE,PCB-B683-02,TAB S9 FE REAR BODY 도장 ◈ (UT 3COAT) ◈ (GRAY),정상,외주가공,국내,KRW,10000,112.0,1120000,1.0,1120000,정산완료,10000.0,제품창고,O1202401150027,PA202401150026,DO202401150028,,㈜삼광,품질공용,20240115162529.0,수입검사등록확인
324.0,20240115.0,1027.0,태령기업,TAB S9 FE ,PNO-A509-02,TAB S9 FE KNOB 도장 ◈ (UT 3COAT) ◈ (GRAY),정상,외주가공,국내,KRW,10000,130.0,1300000,1.0,1300000,정산완료,10000.0,제품창고,O1202401150028,PA202401150026,DO202401150029,,㈜삼광,품질공용,20240115162529.0,수입검사등록확인
325.0,20240115.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,31360,15.0,470400,1.0,470400,정산완료,31360.0,경유창고,O1202401150004,PA202401150007,DO202401150011,,㈜삼광,품질공용,20240115125400.0,수입검사등록확인
326.0,20240115.0,3033.0,(주)삼원테크,SM-F936U,GH61-17379A,SM-F936U VOL KEY FPCB BRK  ◈ (BLACK) ◈ (BLACK),정상,외주가공,국내,KRW,20000,20.0,400000,1.0,400000,정산완료,20000.0,제품창고,O1202401150003,PA202401150017,DO202401150002,,㈜삼광,품질공용,20240115125400.0,수입검사등록확인
327.0,20240115.0,3033.0,(주)삼원테크,Tab S6 Lite,PCB-B463-00-Z,TAB S6 LITE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,32.0,320000,1.0,320000,정산완료,10000.0,경유창고,O1202401150005,PA202401150016,DO202401150009,,㈜삼광,품질공용,20240115125400.0,수입검사등록확인
328.0,20240115.0,3033.0,(주)삼원테크,Tab S6 Lite,PNO-A423-00-Z,TAB S6 LITE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,10000,71.0,710000,1.0,710000,정산완료,10000.0,경유창고,O1202401150011,PA202401150016,DO202401150010,,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
329.0,20240115.0,3033.0,(주)삼원테크,Tab S7,PHO-B341,TAB S7 MAGNET HOLDER 가공 ◈ (GATE CUTTING) ◈ (),정상,외주가공,국내,KRW,50000,29.0,1450000,1.0,1450000,정산완료,50000.0,제품창고,O1202401150010,PA202401150017,DO202401150008,,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
330.0,20240115.0,3033.0,(주)삼원테크,TAB S9,PCB-B683-01-Z,TAB S9 REAR BODY 가공 ◈ (GATE CUTTING) ◈ (BEIGE),정상,외주가공,국내,KRW,10000,35.0,350000,1.0,350000,정산완료,10000.0,경유창고,O1202401150006,PA202401150008,DO202401150012,경진기업 직납,㈜삼광,품질공용,20240115125400.0,수입검사등록확인
331.0,20240115.0,3033.0,(주)삼원테크,TAB S9,PNO-A509-01-Z,TAB S9 KNOB 가공 ◈ (GATE CUTTING) ◈ (BEIGE),정상,외주가공,국내,KRW,10000,63.0,630000,1.0,630000,정산완료,10000.0,경유창고,O1202401150012,PA202401150012,DO202401150016,경진기업 직납,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
332.0,20240115.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-02-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,20000,37.0,740000,1.0,740000,정산완료,20000.0,경유창고,O1202401150007,PA202401150009,DO202401150013,경진기업 직납,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
333.0,20240115.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-03-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,15000,37.0,555000,1.0,555000,정산완료,15000.0,경유창고,O1202401150008,PA202401150010,DO202401150014,경진기업 직납,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
334.0,20240115.0,3033.0,(주)삼원테크,TAB S9 FE,PCB-B683-04-Z,TAB S9 FE REAR BODY 가공 ◈ (GATE CUTTING) ◈ (LIGHT PINK),정상,외주가공,국내,KRW,10000,37.0,370000,1.0,370000,정산완료,10000.0,경유창고,O1202401150009,PA202401150011,DO202401150015,경진기업 직납,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
335.0,20240115.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-02-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (GRAY),정상,외주가공,국내,KRW,20000,65.0,1300000,1.0,1300000,정산완료,20000.0,경유창고,O1202401150013,PA202401150013,DO202401150017,경진기업 직납,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
336.0,20240115.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-03-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (LIGHT GREEN),정상,외주가공,국내,KRW,15000,65.0,975000,1.0,975000,정산완료,15000.0,경유창고,O1202401150014,PA202401150014,DO202401150018,경진기업 직납,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
337.0,20240115.0,3033.0,(주)삼원테크,TAB S9 FE,PNO-A509-04-Z,TAB S9 FE KNOB 가공 ◈ (GATE CUTTING) ◈ (LIGHT PINK),정상,외주가공,국내,KRW,10000,65.0,650000,1.0,650000,정산완료,10000.0,경유창고,O1202401150015,PA202401150015,DO202401150019,경진기업 직납,㈜삼광,품질공용,20240115125401.0,수입검사등록확인
338.0,20240115.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Dark Gray),정상,외주가공,국내,KRW,60000,397.0,23820000,1.0,23820000,정산완료,60000.0,제품창고,O1202401150002,PA202401150003,DO202401120022,,㈜삼광,품질공용,20240115125352.0,수입검사등록확인
339.0,20240115.0,3088.0,(주)삼광윈테크,E3,MCP-A322-00-N2,E3 DECO CNC #2 ◈ (전면 형상가공 ) ◈ (Dark Gray),정상,외주가공,국내,KRW,80421,174.0,13993254,1.0,13993254,정산완료,80421.0,경유창고,O1202401150025,PA202401150019,DO202401150026,신진 #2차(알루코),㈜삼광,품질공용,20240115135639.0,수입검사등록확인
340.0,20240115.0,3088.0,(주)삼광윈테크,SM-F721U,GH64-08900A-N,SM-F721U FRONT DECO SUB NC  ◈ (전면DAMPER 가공 2POINT) ◈ (BLACK),정상,외주가공,국내,KRW,1643,800.0,1314400,1.0,1314400,정산완료,1643.0,경유창고,O1202401150026,PA202401150020,DO202401150027,,㈜삼광,품질공용,20240115162523.0,수입검사등록확인
341.0,20240115.0,3088.0,(주)삼광윈테크,SM-F936U,GH64-08861A-N,SM-F936U FRONT DECO MAIN NC ◈ (전면: DAMPER 가공 2P) ◈ (BLACK),정상,외주가공,국내,KRW,2580,975.0,2515500,1.0,2515500,정산완료,2580.0,경유창고,O1202401150001,PA202401150018,DO202401150022,,㈜삼광,품질공용,20240115125350.0,수입검사등록확인
342.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-02,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (Pink),정상,외주가공,국내,KRW,5700,85.0,484500,1.0,484500,정산완료,5700.0,제품창고,O1202401150031,PA202401150030,DO202401150020,,㈜삼광,품질공용,20240115162535.0,수입검사등록확인
343.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-02,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (Pink),정상,외주가공,국내,KRW,2800,85.0,238000,1.0,238000,정산완료,2800.0,제품창고,O1202401150029,PA202401150030,DO202401150005,,㈜삼광,품질공용,20240115162534.0,수입검사등록확인
344.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-02,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (Pink),정상,외주가공,국내,KRW,800,85.0,68000,1.0,68000,정산완료,800.0,제품창고,O1202401150032,PA202401150030,DO202401150004,,㈜삼광,품질공용,20240115162535.0,수입검사등록확인
345.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCB-B463-02,TAB S6 LITE REAR BODY 도장 ◈ (SF 3코팅) ◈ (Pink),정상,외주가공,국내,KRW,3200,85.0,272000,1.0,272000,정산완료,3200.0,제품창고,O1202401150030,PA202401150030,DO202401150006,,㈜삼광,품질공용,20240115162535.0,수입검사등록확인
346.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,5200,614.0,3192800,1.0,3192800,정산완료,5200.0,제품창고,O1202401150035,PA202401150029,DO202401150024,,㈜삼광,품질공용,20240115162535.0,수입검사등록확인
347.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,5600,614.0,3438400,1.0,3438400,정산완료,5600.0,제품창고,O1202401150034,PA202401150029,DO202401150023,,㈜삼광,품질공용,20240115162535.0,수입검사등록확인
348.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PCM-B462-00,TAB S6 LITE FRONT BODY 레이저 ◈ (삼성로고 레이저) ◈ (GRAY),정상,외주가공,국내,KRW,4800,614.0,2947200,1.0,2947200,정산완료,4800.0,제품창고,O1202401150033,PA202401150029,DO202401150024,,㈜삼광,품질공용,20240115162535.0,수입검사등록확인
349.0,20240115.0,3247.0,태산테크 주식회사,Tab S6 Lite,PNO-A423-02,TAB S6 LITE KNOB 도장 ◈ (SF 3코팅) ◈ (Pink),정상,외주가공,국내,KRW,9000,120.0,1080000,1.0,1080000,정산완료,9000.0,제품창고,O1202401150036,PA202401150031,DO202401150021,,㈜삼광,품질공용,20240115162535.0,수입검사등록확인
350.0,20240115.0,7273.0,신진테크원,E3,MCP-A322-00-B,E3 DECO 광 버핑  ◈ (광택/TOOL MARK 제거) ◈ (Dark Gray),정상,외주가공,국내,KRW,107752,30.0,3232560,1.0,3232560,정산완료,107752.0,경유창고,O1202401150037,PA202401150027,DO202401150031,,㈜삼광,품질공용,20240115162607.0,수입검사등록확인
351.0,20240115.0,7273.0,신진테크원,E3,MCP-A322-00-B,E3 DECO 광 버핑  ◈ (광택/TOOL MARK 제거) ◈ (Dark Gray),정상,외주가공,국내,KRW,54339,30.0,1630170,1.0,1630170,정산완료,54339.0,경유창고,O1202401150038,PA202401150027,DO202401150030,,㈜삼광,품질공용,20240115162607.0,수입검사등록확인
352.0,20240115.0,7362.0,주식회사 삼원테크(구미),SM-F936U,GH64-08861A-D,SM-F936U FRONT DECO MAIN 도장 ◈ (중부 듀얼 3COT) ◈ (BLACK),정상,외주가공,국내,KRW,5760,775.0,4464000,1.0,4464000,정산완료,5760.0,경유창고,O1202401150023,PA202401150005,DO202401150001,,㈜삼광,품질공용,20240115125430.0,수입검사등록확인
353.0,20240115.0,7531.0,진성텍,SM-F936U,GH64-08861A-N1,SM-F936U FRONT DECO MAIN NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,2588,1085.0,2807980,1.0,2807980,정산완료,2588.0,경유창고,O1202401150039,PA202401150032,DO202401150032,,㈜삼광,품질공용,20240115162620.0,수입검사등록확인
354.0,20240115.0,7531.0,진성텍,SM-F936U,GH64-08861A-N1,SM-F936U FRONT DECO MAIN NC ◈ (브릿지 컷팅) ◈ (BLACK),정상,외주가공,국내,KRW,2292,1085.0,2486820,1.0,2486820,정산완료,2292.0,경유창고,O1202401150024,PA202401150006,DO202401150007,,㈜삼광,품질공용,20240115125432.0,수입검사등록확인
355.0,20240115.0,7608.0,코지텍아이엔씨 주식회사,E3,MCP-A322-01,E3 DECO CNC #3 ◈ (배면형상가공/타발) ◈ (Light Gray),정상,외주가공,국내,KRW,120000,397.0,47640000,1.0,47640000,정산완료,120000.0,제품창고,O1202401150040,PA202401150022,DO202401150003,,㈜삼광,품질공용,20240115162635.0,수입검사등록확인
356.0,20240115.0,,Sub Total,,,,,,,,758058,0.0,139395264,0.0,139395264,미정산,0.0,,,,,,,,,
357.0,20240116.0,3033.0,(주)삼원테크,E3,MCP-A322-00-N1,E3 DECO CNC #1 ◈ (기준 면삭 및 기준홀 가공) ◈ (Dark Gray),정상,외주가공,국내,KRW,31360,15.0,470400,1.0,470400,정산완료,31360.0,경유창고,O1202401160014,PA202401160008,DO202401160008,삼광윈테크 직납,㈜삼광,김태완,20240116144057.0,수입검사등록확인
